,budget_str,currency,currency_iso,budget,budget_USD
1186,"$40,000,000",$,USD,40000000.0,40000000.0
1187,"$70,000,000",$,USD,70000000.0,70000000.0
1188,"$40,000,000",$,USD,40000000.0,40000000.0
1189,"$40,000,000",$,USD,40000000.0,40000000.0
1190,"$40,000,000",$,USD,40000000.0,40000000.0
1191,"$38,000,000",$,USD,38000000.0,38000000.0
1192,"$40,000,000",$,USD,40000000.0,40000000.0
1193,"$40,000,000",$,USD,40000000.0,40000000.0
1194,"$40,000,000",$,USD,40000000.0,40000000.0
1195,"$40,000,000",$,USD,40000000.0,40000000.0
1196,"$40,000,000",$,USD,40000000.0,40000000.0
1197,"$40,000,000",$,USD,40000000.0,40000000.0
1198,"$40,000,000",$,USD,40000000.0,40000000.0
1199,"$45,000,000",$,USD,45000000.0,45000000.0
1200,"$40,000,000",$,USD,40000000.0,40000000.0
1201,"$40,000,000",$,USD,40000000.0,40000000.0
1202,"$40,000,000",$,USD,40000000.0,40000000.0
1203,"$40,000,000",$,USD,40000000.0,40000000.0
1204,"$40,000,000",$,USD,40000000.0,40000000.0
1205,"$40,000,000",$,USD,40000000.0,40000000.0
1206,"$40,000,000",$,USD,40000000.0,40000000.0
1207,"$40,000,000",$,USD,40000000.0,40000000.0
1208,"$40,000,000",$,USD,40000000.0,40000000.0
1209,"$35,000,000",$,USD,35000000.0,35000000.0
1210,"$40,000,000",$,USD,40000000.0,40000000.0
1211,"$40,000,000",$,USD,40000000.0,40000000.0
1212,"$40,000,000",$,USD,40000000.0,40000000.0
1213,"$40,000,000",$,USD,40000000.0,40000000.0
1214,"$40,000,000",$,USD,40000000.0,40000000.0
1215,"$40,000,000",$,USD,40000000.0,40000000.0
1216,"$40,000,000",$,USD,40000000.0,40000000.0
1217,"$40,000,000",$,USD,40000000.0,40000000.0
1218,"$40,000,000",$,USD,40000000.0,40000000.0
1219,"$57,000,000",$,USD,57000000.0,57000000.0
1220,"$65,000,000",$,USD,65000000.0,65000000.0
1221,"$20,000,000",$,USD,20000000.0,20000000.0
1222,"$40,000,000",$,USD,40000000.0,40000000.0
1223,"$40,000,000",$,USD,40000000.0,40000000.0
1224,"$40,000,000",$,USD,40000000.0,40000000.0
1225,"$40,000,000",$,USD,40000000.0,40000000.0
1226,"$40,000,000",$,USD,40000000.0,40000000.0
1227,"$50,000,000",$,USD,50000000.0,50000000.0
1228,"$40,000,000",$,USD,40000000.0,40000000.0
1229,"$40,000,000",$,USD,40000000.0,40000000.0
1230,"$35,000,000",$,USD,35000000.0,35000000.0
1231,"$40,000,000",$,USD,40000000.0,40000000.0
1232,"$30,000,000",$,USD,30000000.0,30000000.0
1233,"$40,000,000",$,USD,40000000.0,40000000.0
1234,"$42,000,000",$,USD,42000000.0,42000000.0
1235,"$40,000,000",$,USD,40000000.0,40000000.0
1236,"$40,000,000",$,USD,40000000.0,40000000.0
1237,"$40,000,000",$,USD,40000000.0,40000000.0
1238,"$40,000,000",$,USD,40000000.0,40000000.0
1239,"$40,000,000",$,USD,40000000.0,40000000.0
1240,"$40,000,000",$,USD,40000000.0,40000000.0
1241,"$40,000,000",$,USD,40000000.0,40000000.0
1242,"$43,000,000",$,USD,43000000.0,43000000.0
1243,"$25,000,000",$,USD,25000000.0,25000000.0
1244,"$40,000,000",$,USD,40000000.0,40000000.0
1245,"$40,000,000",$,USD,40000000.0,40000000.0
1246,"$40,000,000",$,USD,40000000.0,40000000.0
1247,"$40,000,000",$,USD,40000000.0,40000000.0
1248,"$36,000,000",$,USD,36000000.0,36000000.0
1249,"$40,000,000",$,USD,40000000.0,40000000.0
1250,"$40,000,000",$,USD,40000000.0,40000000.0
1251,"$40,000,000",$,USD,40000000.0,40000000.0
1252,"$65,000,000",$,USD,65000000.0,65000000.0
1253,"$40,000,000",$,USD,40000000.0,40000000.0
1254,"$40,000,000",$,USD,40000000.0,40000000.0
1255,"$40,000,000",$,USD,40000000.0,40000000.0
1256,"$40,000,000",$,USD,40000000.0,40000000.0
1257,"$40,000,000",$,USD,40000000.0,40000000.0
1258,"$38,000,000",$,USD,38000000.0,38000000.0
1259,"$40,000,000",$,USD,40000000.0,40000000.0
1260,"$60,000,000",$,USD,60000000.0,60000000.0
1261,"$40,000,000",$,USD,40000000.0,40000000.0
1262,"$75,000,000",$,USD,75000000.0,75000000.0
1263,"$40,000,000",$,USD,40000000.0,40000000.0
1264,"$30,000,000",$,USD,30000000.0,30000000.0
1266,"$40,000,000",$,USD,40000000.0,40000000.0
1267,"$40,000,000",$,USD,40000000.0,40000000.0
1268,"$25,000,000",$,USD,25000000.0,25000000.0
1269,"$40,000,000",$,USD,40000000.0,40000000.0
1270,"$40,000,000",$,USD,40000000.0,40000000.0
1271,"$40,000,000",$,USD,40000000.0,40000000.0
1272,"$60,000,000",$,USD,60000000.0,60000000.0
1273,"$40,000,000",$,USD,40000000.0,40000000.0
1274,"$65,000,000",$,USD,65000000.0,65000000.0
1275,"$75,000,000",$,USD,75000000.0,75000000.0
1276,"$40,000,000",$,USD,40000000.0,40000000.0
1277,"$40,000,000",$,USD,40000000.0,40000000.0
1278,"$35,000,000",$,USD,35000000.0,35000000.0
1279,"$40,000,000",$,USD,40000000.0,40000000.0
1280,"$40,000,000",$,USD,40000000.0,40000000.0
1281,"$500,000",$,USD,500000.0,500000.0
1282,"$40,000,000",$,USD,40000000.0,40000000.0
1283,"$40,000,000",$,USD,40000000.0,40000000.0
1284,"$40,000,000",$,USD,40000000.0,40000000.0
1285,"$40,000,000",$,USD,40000000.0,40000000.0
1286,"$60,000,000",$,USD,60000000.0,60000000.0
1287,"$40,000,000",$,USD,40000000.0,40000000.0
1288,"$40,000,000",$,USD,40000000.0,40000000.0
1289,"$45,000,000",$,USD,45000000.0,45000000.0
1290,"$40,000,000",$,USD,40000000.0,40000000.0
1291,"$40,000,000",$,USD,40000000.0,40000000.0
1292,"$63,600,000",$,USD,63600000.0,63600000.0
1293,"$45,000,000",$,USD,45000000.0,45000000.0
1294,"$55,000,000",$,USD,55000000.0,55000000.0
1295,"$40,000,000",$,USD,40000000.0,40000000.0
1296,"$40,000,000",$,USD,40000000.0,40000000.0
1297,"$40,000,000",$,USD,40000000.0,40000000.0
1298,"$10,000,000",$,USD,10000000.0,10000000.0
1299,"$30,000,000",$,USD,30000000.0,30000000.0
1300,"$60,000,000",$,USD,60000000.0,60000000.0
1301,"$40,000,000",$,USD,40000000.0,40000000.0
1302,"$38,000,000",$,USD,38000000.0,38000000.0
1303,"$40,000,000",$,USD,40000000.0,40000000.0
1304,"$40,000,000",$,USD,40000000.0,40000000.0
1305,"$65,000,000",$,USD,65000000.0,65000000.0
1306,"$40,000,000",$,USD,40000000.0,40000000.0
1308,"$36,000,000",$,USD,36000000.0,36000000.0
1309,"$45,000,000",$,USD,45000000.0,45000000.0
1310,"$33,000,000",$,USD,33000000.0,33000000.0
1311,"$30,000,000",$,USD,30000000.0,30000000.0
1312,"$40,000,000",$,USD,40000000.0,40000000.0
1313,"$35,000,000",$,USD,35000000.0,35000000.0
1314,"£26,000,000",£,GBP,26000000.0,52288610.97
1315,"$40,000,000",$,USD,40000000.0,40000000.0
1316,"$40,000,000",$,USD,40000000.0,40000000.0
1317,"$40,000,000",$,USD,40000000.0,40000000.0
1318,"$40,000,000",$,USD,40000000.0,40000000.0
1319,"$20,000,000",$,USD,20000000.0,20000000.0
1320,"$20,000,000",$,USD,20000000.0,20000000.0
1321,"$25,000,000",$,USD,25000000.0,25000000.0
1322,"$40,000,000",$,USD,40000000.0,40000000.0
1323,"$40,000,000",$,USD,40000000.0,40000000.0
1324,"$25,000,000",$,USD,25000000.0,25000000.0
1325,"$39,200,000",$,USD,39200000.0,39200000.0
1326,"€25,000,000",€,EUR,25000000.0,36220000.0
1328,"$23,000,000",$,USD,23000000.0,23000000.0
1329,"$18,026,148",$,USD,18026148.0,18026148.0
1330,"$39,000,000",$,USD,39000000.0,39000000.0
1332,"$38,000,000",$,USD,38000000.0,38000000.0
1333,"$39,000,000",$,USD,39000000.0,39000000.0
1334,"$39,000,000",$,USD,39000000.0,39000000.0
1335,"$39,000,000",$,USD,39000000.0,39000000.0
1336,"$39,000,000",$,USD,39000000.0,39000000.0
1337,"$40,000,000",$,USD,40000000.0,40000000.0
1338,"￥553,632,000",￥,JPY,553632000.0,5243167.92
1339,"$30,000,000",$,USD,30000000.0,30000000.0
1340,"$38,000,000",$,USD,38000000.0,38000000.0
1341,"$39,000,000",$,USD,39000000.0,39000000.0
1342,"$38,000,000",$,USD,38000000.0,38000000.0
1343,"$35,000,000",$,USD,35000000.0,35000000.0
1344,"$38,600,000",$,USD,38600000.0,38600000.0
1345,"$38,000,000",$,USD,38000000.0,38000000.0
1347,"$40,000,000",$,USD,40000000.0,40000000.0
1348,"$50,000,000",$,USD,50000000.0,50000000.0
1349,"$38,000,000",$,USD,38000000.0,38000000.0
1350,"$35,000,000",$,USD,35000000.0,35000000.0
1351,"$30,000,000",$,USD,30000000.0,30000000.0
1352,"$53,000,000",$,USD,53000000.0,53000000.0
1353,"$38,000,000",$,USD,38000000.0,38000000.0
1354,"$38,000,000",$,USD,38000000.0,38000000.0
1355,"$38,000,000",$,USD,38000000.0,38000000.0
1356,"$57,000,000",$,USD,57000000.0,57000000.0
1357,"$10,000,000",$,USD,10000000.0,10000000.0
1358,"$38,000,000",$,USD,38000000.0,38000000.0
1359,"$15,000,000",$,USD,15000000.0,15000000.0
1360,"$38,000,000",$,USD,38000000.0,38000000.0
1361,"$37,000,000",$,USD,37000000.0,37000000.0
1362,"$38,000,000",$,USD,38000000.0,38000000.0
1363,"$55,000,000",$,USD,55000000.0,55000000.0
1364,"$32,000,000",$,USD,32000000.0,32000000.0
1365,"$38,000,000",$,USD,38000000.0,38000000.0
1366,"$40,000,000",$,USD,40000000.0,40000000.0
1367,"$38,000,000",$,USD,38000000.0,38000000.0
1368,"$35,000,000",$,USD,35000000.0,35000000.0
1369,"$37,000,000",$,USD,37000000.0,37000000.0
1370,"$40,000,000",$,USD,40000000.0,40000000.0
1371,"$37,000,000",$,USD,37000000.0,37000000.0
1372,"$37,000,000",$,USD,37000000.0,37000000.0
1373,"$38,000,000",$,USD,38000000.0,38000000.0
1374,"$37,000,000",$,USD,37000000.0,37000000.0
1375,"$30,000,000",$,USD,30000000.0,30000000.0
1376,"$38,000,000",$,USD,38000000.0,38000000.0
1377,"$37,000,000",$,USD,37000000.0,37000000.0
1378,"$37,000,000",$,USD,37000000.0,37000000.0
1379,"$36,000,000",$,USD,36000000.0,36000000.0
1380,"$65,000,000",$,USD,65000000.0,65000000.0
1381,"$37,000,000",$,USD,37000000.0,37000000.0
1382,"$29,500,000",$,USD,29500000.0,29500000.0
1383,"$36,000,000",$,USD,36000000.0,36000000.0
1384,"$36,000,000",$,USD,36000000.0,36000000.0
1385,"$36,000,000",$,USD,36000000.0,36000000.0
1386,"$36,000,000",$,USD,36000000.0,36000000.0
1387,"$42,000,000",$,USD,42000000.0,42000000.0
1388,"$36,000,000",$,USD,36000000.0,36000000.0
1389,"$37,000,000",$,USD,37000000.0,37000000.0
1390,"$36,000,000",$,USD,36000000.0,36000000.0
1391,"$35,000,000",$,USD,35000000.0,35000000.0
1392,"$37,000,000",$,USD,37000000.0,37000000.0
1393,"$36,000,000",$,USD,36000000.0,36000000.0
1394,"$44,000,000",$,USD,44000000.0,44000000.0
1395,"$37,000,000",$,USD,37000000.0,37000000.0
1396,"$35,200,000",$,USD,35200000.0,35200000.0
1397,"$35,000,000",$,USD,35000000.0,35000000.0
1398,"$36,000,000",$,USD,36000000.0,36000000.0
1399,"$33,000,000",$,USD,33000000.0,33000000.0
1400,"$35,000,000",$,USD,35000000.0,35000000.0
1401,"$36,000,000",$,USD,36000000.0,36000000.0
1402,"$35,000,000",$,USD,35000000.0,35000000.0
1403,"$29,000,000",$,USD,29000000.0,29000000.0
1405,"$35,000,000",$,USD,35000000.0,35000000.0
1406,"$35,000,000",$,USD,35000000.0,35000000.0
1407,"$38,000,000",$,USD,38000000.0,38000000.0
1408,"$35,000,000",$,USD,35000000.0,35000000.0
1409,"$35,000,000",$,USD,35000000.0,35000000.0
1410,"$35,000,000",$,USD,35000000.0,35000000.0
1411,"$35,000,000",$,USD,35000000.0,35000000.0
1412,"$35,000,000",$,USD,35000000.0,35000000.0
1413,"$35,000,000",$,USD,35000000.0,35000000.0
1414,"$35,000,000",$,USD,35000000.0,35000000.0
1415,"$27,000,000",$,USD,27000000.0,27000000.0
1416,"$35,000,000",$,USD,35000000.0,35000000.0
1417,"$35,000,000",$,USD,35000000.0,35000000.0
1418,"$35,000,000",$,USD,35000000.0,35000000.0
1419,"$35,000,000",$,USD,35000000.0,35000000.0
1420,"$1,800,000",$,USD,1800000.0,1800000.0
1421,"$33,000,000",$,USD,33000000.0,33000000.0
1422,"$35,000,000",$,USD,35000000.0,35000000.0
1423,"$35,000,000",$,USD,35000000.0,35000000.0
1424,"$34,000,000",$,USD,34000000.0,34000000.0
1425,"$35,000,000",$,USD,35000000.0,35000000.0
1426,"$35,000,000",$,USD,35000000.0,35000000.0
1427,"$35,000,000",$,USD,35000000.0,35000000.0
1428,"$35,000,000",$,USD,35000000.0,35000000.0
1429,"$33,000,000",$,USD,33000000.0,33000000.0
1430,"$35,000,000",$,USD,35000000.0,35000000.0
1431,"$35,000,000",$,USD,35000000.0,35000000.0
1432,"$35,000,000",$,USD,35000000.0,35000000.0
1433,"$35,000,000",$,USD,35000000.0,35000000.0
1434,"$33,000,000",$,USD,33000000.0,33000000.0
1435,"$30,000,000",$,USD,30000000.0,30000000.0
1436,"$35,000,000",$,USD,35000000.0,35000000.0
1437,"$33,000,000",$,USD,33000000.0,33000000.0
1438,"$10,700,000",$,USD,10700000.0,10700000.0
1439,"$35,000,000",$,USD,35000000.0,35000000.0
1440,"$35,000,000",$,USD,35000000.0,35000000.0
1441,"$40,000,000",$,USD,40000000.0,40000000.0
1442,"$35,000,000",$,USD,35000000.0,35000000.0
1443,"$35,000,000",$,USD,35000000.0,35000000.0
1445,"$50,000,000",$,USD,50000000.0,50000000.0
1447,"$35,000,000",$,USD,35000000.0,35000000.0
1448,"$35,000,000",$,USD,35000000.0,35000000.0
1449,"$35,000,000",$,USD,35000000.0,35000000.0
1450,"$35,000,000",$,USD,35000000.0,35000000.0
1451,"$40,000,000",$,USD,40000000.0,40000000.0
1452,"$27,000,000",$,USD,27000000.0,27000000.0
1453,"$35,000,000",$,USD,35000000.0,35000000.0
1454,"$35,000,000",$,USD,35000000.0,35000000.0
1455,"$35,000,000",$,USD,35000000.0,35000000.0
1456,"$35,000,000",$,USD,35000000.0,35000000.0
1457,"$35,000,000",$,USD,35000000.0,35000000.0
1458,"$35,000,000",$,USD,35000000.0,35000000.0
1459,"$20,000,000",$,USD,20000000.0,20000000.0
1460,"$35,000,000",$,USD,35000000.0,35000000.0
1461,"$35,000,000",$,USD,35000000.0,35000000.0
1462,"$35,000,000",$,USD,35000000.0,35000000.0
1463,"$8,900,000",$,USD,8900000.0,8900000.0
1464,"$35,000,000",$,USD,35000000.0,35000000.0
1465,"$35,000,000",$,USD,35000000.0,35000000.0
1466,"$30,000,000",$,USD,30000000.0,30000000.0
1467,"$31,000,000",$,USD,31000000.0,31000000.0
1468,"$35,000,000",$,USD,35000000.0,35000000.0
1469,"$35,000,000",$,USD,35000000.0,35000000.0
1470,"$35,000,000",$,USD,35000000.0,35000000.0
1471,"$55,000,000",$,USD,55000000.0,55000000.0
1472,"$35,000,000",$,USD,35000000.0,35000000.0
1473,"$35,000,000",$,USD,35000000.0,35000000.0
1474,"$38,000,000",$,USD,38000000.0,38000000.0
1475,"$35,000,000",$,USD,35000000.0,35000000.0
1476,"$35,000,000",$,USD,35000000.0,35000000.0
1477,"$35,000,000",$,USD,35000000.0,35000000.0
1478,"$35,000,000",$,USD,35000000.0,35000000.0
1479,"$31,000,000",$,USD,31000000.0,31000000.0
1480,"$35,000,000",$,USD,35000000.0,35000000.0
1481,"$30,000,000",$,USD,30000000.0,30000000.0
1482,"$47,000,000",$,USD,47000000.0,47000000.0
1483,"$35,000,000",$,USD,35000000.0,35000000.0
1484,"$35,000,000",$,USD,35000000.0,35000000.0
1485,"$35,000,000",$,USD,35000000.0,35000000.0
1486,"$38,000,000",$,USD,38000000.0,38000000.0
1487,"$35,000,000",$,USD,35000000.0,35000000.0
1488,"$35,000,000",$,USD,35000000.0,35000000.0
1489,"$35,000,000",$,USD,35000000.0,35000000.0
1490,"$32,000,000",$,USD,32000000.0,32000000.0
1491,"$35,000,000",$,USD,35000000.0,35000000.0
1492,"$35,000,000",$,USD,35000000.0,35000000.0
1493,"$38,000,000",$,USD,38000000.0,38000000.0
1494,"$35,000,000",$,USD,35000000.0,35000000.0
1495,"$35,000,000",$,USD,35000000.0,35000000.0
1496,"$35,000,000",$,USD,35000000.0,35000000.0
1497,"$35,000,000",$,USD,35000000.0,35000000.0
1498,"$35,000,000",$,USD,35000000.0,35000000.0
1500,"$35,000,000",$,USD,35000000.0,35000000.0
1501,"$35,000,000",$,USD,35000000.0,35000000.0
1502,"$35,000,000",$,USD,35000000.0,35000000.0
1503,"$35,000,000",$,USD,35000000.0,35000000.0
1504,"$35,000,000",$,USD,35000000.0,35000000.0
1506,"$38,000,000",$,USD,38000000.0,38000000.0
1508,"$50,000,000",$,USD,50000000.0,50000000.0
1509,"€32,000,000",€,EUR,32000000.0,40681600.0
1510,"$23,000,000",$,USD,23000000.0,23000000.0
1511,"$34,000,000",$,USD,34000000.0,34000000.0
1512,"$35,000,000",$,USD,35000000.0,35000000.0
1513,"$34,000,000",$,USD,34000000.0,34000000.0
1514,"$35,000,000",$,USD,35000000.0,35000000.0
1515,"$70,000,000",$,USD,70000000.0,70000000.0
1516,"$35,000,000",$,USD,35000000.0,35000000.0
1517,"$34,000,000",$,USD,34000000.0,34000000.0
1518,"$34,000,000",$,USD,34000000.0,34000000.0
1519,"$75,000,000",$,USD,75000000.0,75000000.0
1520,"$50,000,000",$,USD,50000000.0,50000000.0
1521,"$35,000,000",$,USD,35000000.0,35000000.0
1522,"$35,000,000",$,USD,35000000.0,35000000.0
1523,"$32,000,000",$,USD,32000000.0,32000000.0
1524,"$40,000,000",$,USD,40000000.0,40000000.0
1525,"$50,000,000",$,USD,50000000.0,50000000.0
1526,"$30,000,000",$,USD,30000000.0,30000000.0
1527,"$34,000,000",$,USD,34000000.0,34000000.0
1528,"$30,000,000",$,USD,30000000.0,30000000.0
1529,"$33,000,000",$,USD,33000000.0,33000000.0
1530,"$33,000,000",$,USD,33000000.0,33000000.0
1531,"$30,000,000",$,USD,30000000.0,30000000.0
1532,"$33,000,000",$,USD,33000000.0,33000000.0
1533,"$10,000,000",$,USD,10000000.0,10000000.0
1534,"$30,000,000",$,USD,30000000.0,30000000.0
1535,"$33,000,000",$,USD,33000000.0,33000000.0
1536,"$32,500,000",$,USD,32500000.0,32500000.0
1537,"$30,000,000",$,USD,30000000.0,30000000.0
1538,"$32,000,000",$,USD,32000000.0,32000000.0
1540,"$33,000,000",$,USD,33000000.0,33000000.0
1541,"$32,000,000",$,USD,32000000.0,32000000.0
1542,"$33,000,000",$,USD,33000000.0,33000000.0
1543,"$32,000,000",$,USD,32000000.0,32000000.0
1544,"$35,000,000",$,USD,35000000.0,35000000.0
1545,"$32,500,000",$,USD,32500000.0,32500000.0
1546,"$32,000,000",$,USD,32000000.0,32000000.0
1547,"$29,000,000",$,USD,29000000.0,29000000.0
1548,"$32,000,000",$,USD,32000000.0,32000000.0
1549,"$32,000,000",$,USD,32000000.0,32000000.0
1550,"$35,000,000",$,USD,35000000.0,35000000.0
1551,"$32,000,000",$,USD,32000000.0,32000000.0
1552,"$32,000,000",$,USD,32000000.0,32000000.0
1553,"$32,000,000",$,USD,32000000.0,32000000.0
1554,"$30,000,000",$,USD,30000000.0,30000000.0
1555,"$33,000,000",$,USD,33000000.0,33000000.0
1556,"$35,000,000",$,USD,35000000.0,35000000.0
1557,"$32,000,000",$,USD,32000000.0,32000000.0
1558,"$32,000,000",$,USD,32000000.0,32000000.0
1559,"$32,000,000",$,USD,32000000.0,32000000.0
1560,"$32,000,000",$,USD,32000000.0,32000000.0
1561,"$32,000,000",$,USD,32000000.0,32000000.0
1562,"$55,000,000",$,USD,55000000.0,55000000.0
1563,"$32,000,000",$,USD,32000000.0,32000000.0
1564,"$32,000,000",$,USD,32000000.0,32000000.0
1565,"$30,000,000",$,USD,30000000.0,30000000.0
1566,"$30,000,000",$,USD,30000000.0,30000000.0
1567,"$32,000,000",$,USD,32000000.0,32000000.0
1568,"$36,000,000",$,USD,36000000.0,36000000.0
1569,"$32,000,000",$,USD,32000000.0,32000000.0
1570,"$32,000,000",$,USD,32000000.0,32000000.0
1571,"$31,500,000",$,USD,31500000.0,31500000.0
1572,"$32,000,000",$,USD,32000000.0,32000000.0
1573,"$23,000,000",$,USD,23000000.0,23000000.0
1574,"$31,500,000",$,USD,31500000.0,31500000.0
1575,"$31,000,000",$,USD,31000000.0,31000000.0
1576,"$31,000,000",$,USD,31000000.0,31000000.0
1577,"$34,000,000",$,USD,34000000.0,34000000.0
1578,"$25,000,000",$,USD,25000000.0,25000000.0
1579,"$31,000,000",$,USD,31000000.0,31000000.0
1580,"$22,000,000",$,USD,22000000.0,22000000.0
1581,"$31,000,000",$,USD,31000000.0,31000000.0
1582,"$144,000,000",$,USD,144000000.0,144000000.0
1583,"$31,000,000",$,USD,31000000.0,31000000.0
1584,"$30,250,000",$,USD,30250000.0,30250000.0
1585,"$45,000,000",$,USD,45000000.0,45000000.0
1586,"$34,200,000",$,USD,34200000.0,34200000.0
1587,"$30,000,000",$,USD,30000000.0,30000000.0
1588,"$30,000,000",$,USD,30000000.0,30000000.0
1589,"$30,000,000",$,USD,30000000.0,30000000.0
1590,"$30,000,000",$,USD,30000000.0,30000000.0
1591,"$31,000,000",$,USD,31000000.0,31000000.0
1592,"$30,000,000",$,USD,30000000.0,30000000.0
1593,"$30,000,000",$,USD,30000000.0,30000000.0
1594,"$30,000,000",$,USD,30000000.0,30000000.0
1595,"$20,000,000",$,USD,20000000.0,20000000.0
1596,"$30,000,000",$,USD,30000000.0,30000000.0
1597,"$30,000,000",$,USD,30000000.0,30000000.0
1598,"$26,000,000",$,USD,26000000.0,26000000.0
1599,"$26,000,000",$,USD,26000000.0,26000000.0
1600,"$33,000,000",$,USD,33000000.0,33000000.0
1601,"$30,000,000",$,USD,30000000.0,30000000.0
1602,"$30,000,000",$,USD,30000000.0,30000000.0
1603,"$25,000,000",$,USD,25000000.0,25000000.0
1604,"$30,000,000",$,USD,30000000.0,30000000.0
1605,"$80,000,000",$,USD,80000000.0,80000000.0
1606,"$29,000,000",$,USD,29000000.0,29000000.0
1607,"$30,000,000",$,USD,30000000.0,30000000.0
1608,"$30,000,000",$,USD,30000000.0,30000000.0
1609,"$30,000,000",$,USD,30000000.0,30000000.0
1610,"$30,000,000",$,USD,30000000.0,30000000.0
1611,"$30,000,000",$,USD,30000000.0,30000000.0
1612,"$25,000,000",$,USD,25000000.0,25000000.0
1613,"$30,000,000",$,USD,30000000.0,30000000.0
1614,"$35,000,000",$,USD,35000000.0,35000000.0
1615,"$30,000,000",$,USD,30000000.0,30000000.0
1616,"$49,000,000",$,USD,49000000.0,49000000.0
1617,"$30,000,000",$,USD,30000000.0,30000000.0
1618,"$30,000,000",$,USD,30000000.0,30000000.0
1619,"$30,000,000",$,USD,30000000.0,30000000.0
1621,"$45,000,000",$,USD,45000000.0,45000000.0
1622,"$30,000,000",$,USD,30000000.0,30000000.0
1623,"$30,000,000",$,USD,30000000.0,30000000.0
1624,"$30,000,000",$,USD,30000000.0,30000000.0
1625,"$19,000,000",$,USD,19000000.0,19000000.0
1626,"$37,000,000",$,USD,37000000.0,37000000.0
1627,"$17,000,000",$,USD,17000000.0,17000000.0
1628,"$42,000,000",$,USD,42000000.0,42000000.0
1629,"$53,000,000",$,USD,53000000.0,53000000.0
1630,"$80,000,000",$,USD,80000000.0,80000000.0
1631,"$27,800,000",$,USD,27800000.0,27800000.0
1632,"$30,000,000",$,USD,30000000.0,30000000.0
1633,"$30,000,000",$,USD,30000000.0,30000000.0
1634,"$30,000,000",$,USD,30000000.0,30000000.0
1635,"$30,000,000",$,USD,30000000.0,30000000.0
1636,"$30,000,000",$,USD,30000000.0,30000000.0
1637,"$30,000,000",$,USD,30000000.0,30000000.0
1638,"$30,000,000",$,USD,30000000.0,30000000.0
1639,"$30,000,000",$,USD,30000000.0,30000000.0
1640,"$30,000,000",$,USD,30000000.0,30000000.0
1641,"$30,000,000",$,USD,30000000.0,30000000.0
1642,"$40,000,000",$,USD,40000000.0,40000000.0
1644,"$30,000,000",$,USD,30000000.0,30000000.0
1645,"$30,000,000",$,USD,30000000.0,30000000.0
1646,"$30,000,000",$,USD,30000000.0,30000000.0
1647,"$25,000,000",$,USD,25000000.0,25000000.0
1648,"$30,000,000",$,USD,30000000.0,30000000.0
1649,"$30,000,000",$,USD,30000000.0,30000000.0
1650,"$25,000,000",$,USD,25000000.0,25000000.0
1651,"$30,000,000",$,USD,30000000.0,30000000.0
1652,"$30,000,000",$,USD,30000000.0,30000000.0
1653,"$30,000,000",$,USD,30000000.0,30000000.0
1654,"$30,000,000",$,USD,30000000.0,30000000.0
1655,"$30,000,000",$,USD,30000000.0,30000000.0
1656,"$27,000,000",$,USD,27000000.0,27000000.0
1657,"$25,000,000",$,USD,25000000.0,25000000.0
1658,"$30,000,000",$,USD,30000000.0,30000000.0
1660,"$30,000,000",$,USD,30000000.0,30000000.0
1661,"$30,000,000",$,USD,30000000.0,30000000.0
1662,"$30,000,000",$,USD,30000000.0,30000000.0
1663,"$30,000,000",$,USD,30000000.0,30000000.0
1665,"$30,000,000",$,USD,30000000.0,30000000.0
1666,"$60,000,000",$,USD,60000000.0,60000000.0
1667,"$30,000,000",$,USD,30000000.0,30000000.0
1668,"$30,000,000",$,USD,30000000.0,30000000.0
1669,"$22,000,000",$,USD,22000000.0,22000000.0
1670,"$30,000,000",$,USD,30000000.0,30000000.0
1671,"$19,000,000",$,USD,19000000.0,19000000.0
1672,"$30,000,000",$,USD,30000000.0,30000000.0
1673,"$30,000,000",$,USD,30000000.0,30000000.0
1674,"$30,000,000",$,USD,30000000.0,30000000.0
1675,"$30,000,000",$,USD,30000000.0,30000000.0
1676,"$30,000,000",$,USD,30000000.0,30000000.0
1677,"$30,000,000",$,USD,30000000.0,30000000.0
1678,"$30,000,000",$,USD,30000000.0,30000000.0
1679,"$35,000,000",$,USD,35000000.0,35000000.0
1680,"$30,000,000",$,USD,30000000.0,30000000.0
1681,"$30,000,000",$,USD,30000000.0,30000000.0
1682,"$30,000,000",$,USD,30000000.0,30000000.0
1683,"$30,000,000",$,USD,30000000.0,30000000.0
1684,"$30,000,000",$,USD,30000000.0,30000000.0
1685,"$30,000,000",$,USD,30000000.0,30000000.0
1686,"$25,000,000",$,USD,25000000.0,25000000.0
1687,"$30,000,000",$,USD,30000000.0,30000000.0
1688,"$30,000,000",$,USD,30000000.0,30000000.0
1689,"$30,000,000",$,USD,30000000.0,30000000.0
1690,"$35,000,000",$,USD,35000000.0,35000000.0
1691,"$40,000,000",$,USD,40000000.0,40000000.0
1692,"$30,000,000",$,USD,30000000.0,30000000.0
1693,"$37,000,000",$,USD,37000000.0,37000000.0
1694,"$30,000,000",$,USD,30000000.0,30000000.0
1695,"$30,000,000",$,USD,30000000.0,30000000.0
1696,"$30,000,000",$,USD,30000000.0,30000000.0
1697,"$30,000,000",$,USD,30000000.0,30000000.0
1698,"$30,000,000",$,USD,30000000.0,30000000.0
1699,"$30,000,000",$,USD,30000000.0,30000000.0
1700,"$30,000,000",$,USD,30000000.0,30000000.0
